MaritalStatus,Education,AcceptedSummary,Age,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,MntTotal,MntRegularProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Complain,Z_CostContact,Z_Revenue,Customer_Days
Married,Graduation,0,51,42231,1,1,99,24,0,8,0,1,4,33,29,1,1,0,3,5,0,3,11,2255
Divorced,Master,1,40,78789,0,0,12,667,50,850,21,83,83,1671,1588,1,4,6,5,2,0,3,11,2849
Together,Graduation,1,52,56534,0,1,35,691,7,61,10,0,46,769,723,4,10,4,7,8,0,3,11,2500
Single,Graduation,0,49,58350,0,1,5,493,26,206,116,80,80,921,841,4,8,3,12,6,0,3,11,2700
Single,Graduation,0,31,81217,0,0,77,493,70,324,146,40,84,1073,989,1,3,7,11,1,0,3,11,2504
Single,Graduation,0,69,49090,0,1,45,494,5,82,7,0,100,588,488,3,7,2,9,7,0,3,11,2504
Divorced,Master,0,33,61787,0,0,71,621,73,414,78,48,85,1234,1149,1,8,4,6,5,0,3,11,2517
Married,PhD,0,35,18169,1,0,40,9,0,5,0,0,7,14,7,1,1,0,2,8,0,3,11,2654
Single,Post Degree,0,39,24336,1,0,82,1,6,2,8,2,12,19,7,1,1,0,2,7,0,3,11,2830
Married,Graduation,0,30,18222,0,0,70,12,4,19,12,6,14,53,39,1,2,0,3,8,0,3,11,2704
Divorced,Graduation,0,68,62335,0,1,87,243,131,217,85,6,26,682,656,2,3,3,13,2,0,3,11,2561
Together,Post Degree,0,49,42033,1,1,95,11,1,4,2,0,7,18,11,1,1,0,2,7,0,3,11,2807
Married,PhD,1,37,86580,0,0,72,532,21,127,26,20,20,726,706,0,4,2,5,1,0,3,11,2646
Divorced,PhD,0,63,41437,1,1,5,29,0,2,0,0,1,31,30,1,1,0,3,7,0,3,11,2804
Widow,Master,0,69,73705,0,2,86,612,91,520,258,107,107,1588,1481,2,9,6,8,5,0,3,11,2275
Married,Graduation,0,44,61064,0,1,80,387,126,342,0,45,180,900,720,5,8,4,11,6,0,3,11,2826
Married,Master,0,65,38452,1,1,62,56,0,14,0,0,2,70,68,3,3,0,3,7,0,3,11,2250
Single,Graduation,0,31,18358,1,0,49,6,8,19,16,4,4,53,49,3,3,0,4,7,0,3,11,2380
Together,PhD,0,47,55012,0,1,85,582,0,65,0,0,13,647,634,6,8,2,9,5,0,3,11,2259
Together,Basic,1,47,9722,1,0,7,6,17,16,6,16,42,61,19,4,3,1,3,8,0,3,11,2794
Married,PhD,0,36,38175,1,0,6,70,6,69,2,3,3,150,147,3,3,1,4,7,0,3,11,2438
Together,Master,1,64,58656,0,1,25,962,12,194,16,24,12,1208,1196,4,7,8,13,6,0,3,11,2806
Together,Graduation,0,55,52117,0,1,55,112,10,107,30,0,20,259,239,2,5,2,4,7,0,3,11,2841
Married,Graduation,0,42,64813,1,0,81,293,0,124,179,97,52,693,641,1,7,2,10,5,0,3,11,2337
Married,PhD,0,47,54222,0,1,98,199,12,31,3,12,7,257,250,1,3,3,5,3,0,3,11,2279
Married,Graduation,1,34,83512,0,0,31,1060,61,835,80,20,101,2056,1955,1,4,7,10,1,0,3,11,2171
Married,Master,1,61,77520,0,1,30,940,44,396,0,88,58,1468,1410,1,8,7,7,4,0,3,11,2464
Together,Graduation,0,42,41154,0,1,98,44,2,11,2,3,7,62,55,1,1,0,4,5,0,3,11,2605
Married,Graduation,1,54,80398,0,0,92,342,51,936,207,35,26,1571,1545,1,5,8,12,3,0,3,11,2755
Single,Basic,0,28,18746,1,0,41,2,10,11,12,9,20,44,24,2,3,0,3,6,0,3,11,2190
Together,Graduation,0,36,35196,1,0,68,75,12,141,43,39,187,310,123,6,6,1,5,8,0,3,11,2752
Single,Graduation,0,64,60230,0,1,78,520,20,367,39,81,40,1027,987,2,6,3,6,5,0,3,11,2564
Married,Graduation,0,43,22108,1,1,46,5,3,9,6,2,6,25,19,2,2,0,3,7,0,3,11,2211
Together,Graduation,0,46,44392,1,1,71,87,5,71,7,12,29,182,153,5,4,1,4,7,0,3,11,2456
Married,PhD,1,44,55424,0,1,6,462,61,184,10,53,107,770,663,4,7,5,9,6,0,3,11,2740
Married,Graduation,0,41,17688,1,0,82,2,2,1,3,1,2,9,7,1,1,0,2,8,1,3,11,2691
Married,PhD,1,37,92491,0,0,71,979,44,935,29,25,22,2012,1990,1,7,5,12,3,0,3,11,2583
Single,Graduation,1,29,90273,0,0,32,704,129,853,120,74,111,1880,1769,1,5,6,7,2,0,3,11,2356
Widow,PhD,1,58,82571,0,0,28,861,31,558,62,95,79,1607,1528,0,6,5,13,2,0,3,11,2247
Single,PhD,1,38,38513,1,0,20,172,3,115,16,0,18,306,288,5,6,1,5,8,0,3,11,2311
Single,Master,1,41,16653,1,0,10,5,7,31,15,4,7,62,55,3,2,1,3,6,0,3,11,2231
Together,Graduation,1,65,42586,1,1,7,194,2,56,0,0,0,252,252,5,4,1,6,8,0,3,11,2767
Single,Basic,0,55,23529,0,1,67,9,7,13,3,2,20,34,14,1,1,1,2,6,0,3,11,2697
Together,Master,0,59,74881,1,1,48,505,72,270,36,27,54,910,856,4,9,2,12,5,0,3,11,2637
Married,Graduation,0,69,71107,0,1,61,533,10,217,198,174,195,1132,937,2,7,6,13,4,0,3,11,2656
Together,PhD,0,56,46910,1,1,36,48,0,14,0,0,6,62,56,2,2,0,3,6,0,3,11,2257
Married,Graduation,0,61,18690,0,0,77,6,1,7,23,4,19,41,22,1,1,1,2,8,0,3,11,2707
Divorced,Graduation,1,65,37244,1,1,90,18,2,10,0,0,25,30,5,1,1,1,2,7,0,3,11,2587
Together,Graduation,1,54,82427,0,0,35,482,147,509,104,107,107,1349,1242,1,3,5,12,1,0,3,11,2268
Single,Post Degree,0,62,75342,0,1,38,204,97,97,21,118,26,537,511,1,5,2,10,4,0,3,11,2578
Divorced,Graduation,0,66,70044,0,1,46,1073,0,250,153,14,14,1490,1476,4,7,10,5,5,0,3,11,2655
Single,Graduation,0,53,79146,1,1,33,245,16,223,21,43,16,548,532,2,8,1,8,6,0,3,11,2225
Married,Graduation,1,57,77437,0,0,70,560,21,442,29,44,29,1096,1067,1,4,5,13,1,0,3,11,2374
Married,Graduation,1,61,54984,0,1,51,173,13,131,32,3,6,352,346,4,6,1,6,7,0,3,11,2195
Married,PhD,0,49,42403,1,0,18,22,1,11,0,5,3,39,36,1,1,0,3,8,0,3,11,2359
Together,Graduation,1,56,55761,0,1,97,136,1,12,0,3,32,152,120,2,4,1,3,6,0,3,11,2225
Together,Graduation,0,37,37292,1,0,32,275,0,86,10,23,66,394,328,5,6,3,5,8,0,3,11,2596
Single,PhD,1,75,45576,0,0,9,56,19,29,2,14,25,120,95,1,3,1,3,8,0,3,11,2191
Together,Graduation,1,73,70321,0,0,6,303,23,751,82,26,191,1185,994,1,6,5,13,4,0,3,11,2688
Divorced,PhD,0,51,58086,0,1,80,708,7,62,0,0,15,777,762,2,11,3,7,8,0,3,11,2684
Married,Graduation,0,68,81795,0,0,74,324,132,693,27,118,88,1294,1206,1,4,11,7,2,0,3,11,2770
Together,Basic,0,73,28389,0,0,49,1,5,3,7,4,8,20,12,1,1,0,2,7,0,3,11,2745
Married,Master,0,74,66835,0,0,21,620,26,195,34,17,141,892,751,1,6,4,13,2,0,3,11,2433
Divorced,Graduation,0,51,69901,0,1,95,312,21,206,102,92,149,733,584,3,7,3,10,5,0,3,11,2555
Married,PhD,1,71,80360,0,0,56,1493,86,454,112,43,43,2188,2145,2,4,4,5,2,0,3,11,2642
Together,PhD,1,59,63342,0,1,48,918,21,118,13,10,21,1080,1059,3,8,3,5,6,0,3,11,2780
Married,Graduation,0,46,44989,0,1,26,98,0,106,49,10,106,263,157,5,5,1,5,6,0,3,11,2814
Single,Post Degree,0,40,31859,1,0,3,3,4,7,15,8,11,37,26,1,1,0,3,7,0,3,11,2281
Widow,PhD,1,71,51569,0,1,39,380,0,47,6,0,34,433,399,4,7,1,7,8,0,3,11,2661
Widow,Graduation,0,49,30372,1,1,33,15,0,12,7,3,7,37,30,3,2,0,3,7,0,3,11,2710
Single,Basic,0,41,16014,1,1,42,3,9,4,7,8,7,31,24,4,1,1,4,3,0,3,11,2628
Married,Graduation,0,52,41120,1,1,80,24,2,23,0,8,24,57,33,3,2,1,3,6,0,3,11,2394
Single,Master,1,49,39763,1,0,9,80,1,60,4,6,16,151,135,2,5,1,2,9,0,3,11,2488
Married,PhD,0,65,38725,1,1,52,31,0,6,2,1,5,40,35,2,1,0,4,4,0,3,11,2209
Married,Graduation,0,48,77981,1,0,78,138,120,204,16,126,60,604,544,3,7,4,7,5,0,3,11,2558
Married,Post Degree,0,56,62905,0,1,68,166,75,96,119,107,59,563,504,3,7,2,8,4,0,3,11,2451
Divorced,Post Degree,0,41,13533,1,0,45,12,3,8,8,0,17,31,14,2,2,0,3,7,0,3,11,2635
Together,Graduation,0,45,59481,0,1,47,178,3,85,71,66,58,403,345,2,3,3,8,2,0,3,11,2408
Married,Graduation,0,43,72117,0,1,34,707,20,171,65,60,50,1023,973,1,9,7,9,5,0,3,11,2472
Married,Post Degree,0,34,21955,1,0,81,5,1,7,17,14,11,44,33,2,2,1,3,6,0,3,11,2454
Married,Graduation,0,64,67131,0,1,72,465,71,250,93,35,62,914,852,3,9,2,12,6,0,3,11,2619
Single,PhD,0,40,36802,1,0,23,16,1,2,0,0,1,19,18,1,1,0,3,5,0,3,11,2172
Together,Graduation,0,38,71853,0,0,29,358,108,413,141,97,32,1117,1085,1,2,8,6,1,0,3,11,2576
Married,Basic,0,59,28249,0,0,80,1,9,7,2,14,10,33,23,1,2,0,3,6,0,3,11,2173
Married,Master,1,45,47808,0,1,30,123,1,26,2,0,72,152,80,2,3,2,3,7,0,3,11,2411
Divorced,PhD,1,46,25509,1,0,15,40,3,30,10,7,11,90,79,3,3,0,3,9,0,3,11,2808
Married,PhD,0,74,51012,0,0,86,102,9,63,2,9,24,185,161,1,4,1,4,6,0,3,11,2596
Single,Graduation,0,35,70596,0,0,68,347,44,534,17,0,26,942,916,1,3,5,12,2,0,3,11,2791
Together,PhD,0,68,85431,0,0,54,376,53,462,168,53,53,1112,1059,1,2,7,7,0,0,3,11,2545
Married,Graduation,0,53,42664,0,1,44,21,0,3,0,0,0,24,24,1,1,0,3,6,0,3,11,2262
Together,Graduation,1,65,42586,1,1,7,194,2,56,0,0,0,252,252,5,4,1,6,8,0,3,11,2767
Single,Graduation,0,35,29760,1,0,87,64,4,68,7,5,17,148,131,4,3,1,4,8,0,3,11,2828
Married,PhD,0,43,28973,0,0,59,206,0,46,3,2,12,257,245,2,5,1,5,8,0,3,11,2783
Together,PhD,0,47,39435,1,0,16,71,0,18,0,0,13,89,76,1,3,1,2,7,0,3,11,2486
Married,Post Degree,0,36,65370,0,0,1,71,22,112,138,89,29,432,403,1,2,3,13,1,0,3,11,2491
Single,Basic,0,41,20194,1,0,64,0,4,7,11,10,15,32,17,2,2,0,3,6,0,3,11,2718
Single,PhD,0,44,42473,1,1,72,93,1,21,0,4,25,119,94,3,2,1,4,5,0,3,11,2291
Married,Graduation,0,52,64590,0,0,98,920,138,168,36,46,30,1308,1278,1,9,4,10,6,0,3,11,2782
Together,Graduation,0,61,71232,0,1,91,653,17,170,34,26,17,900,883,2,11,2,10,7,0,3,11,2372
Together,Graduation,1,49,34600,1,1,8,199,33,60,8,3,15,303,288,5,5,2,5,8,0,3,11,2703
Single,Graduation,0,53,46904,1,1,20,153,4,56,0,9,31,222,191,4,5,1,4,8,0,3,11,2762
Married,Graduation,0,47,49094,0,1,6,376,0,38,11,8,69,433,364,5,6,3,6,6,0,3,11,2805
Together,Graduation,0,37,36075,1,0,54,46,0,30,12,1,30,89,59,1,2,0,4,6,0,3,11,2361
Together,Post Degree,0,41,60839,1,1,72,600,21,128,223,150,128,1122,994,13,2,2,12,8,0,3,11,2829
Together,Graduation,0,41,77298,0,1,46,425,115,292,23,35,79,890,811,1,6,6,11,3,0,3,11,2398
Together,Graduation,0,70,34026,1,1,11,18,6,15,12,8,17,59,42,3,2,1,3,5,0,3,11,2487
Single,PhD,0,57,48918,1,1,21,52,0,9,0,0,1,61,60,2,1,0,4,4,0,3,11,2237
Together,Post Degree,1,58,82122,0,0,89,734,22,350,151,25,100,1282,1182,1,3,9,13,1,0,3,11,2477
Single,Graduation,0,44,37697,1,0,82,34,6,21,11,4,8,76,68,1,2,1,3,6,0,3,11,2301
Together,Graduation,1,68,34074,1,1,69,135,1,41,10,1,67,188,121,5,3,3,3,6,0,3,11,2510
Married,Master,0,60,28520,1,1,55,11,0,10,0,2,20,23,3,1,1,1,2,6,0,3,11,2539
Single,Graduation,0,65,62535,0,1,13,163,48,90,0,45,52,346,294,1,3,2,8,3,0,3,11,2428
Single,Master,0,43,36273,1,0,80,29,3,30,3,2,9,67,58,2,3,0,3,6,0,3,11,2233
Together,Graduation,1,56,63404,0,2,97,734,26,70,11,44,17,885,868,2,6,3,4,4,0,3,11,2182
Together,Post Degree,0,39,75774,1,0,27,340,21,134,258,14,56,767,711,1,7,5,8,4,0,3,11,2217
Together,Graduation,0,44,78416,0,1,99,453,38,279,188,38,183,996,813,2,7,7,10,3,0,3,11,2161
Together,Graduation,1,46,75702,0,1,87,1073,0,629,145,37,37,1884,1847,1,10,5,13,6,0,3,11,2782
Together,Master,0,69,59385,1,1,85,135,0,10,0,4,36,149,113,2,3,1,4,5,0,3,11,2586
Single,Graduation,1,54,37070,1,1,30,231,7,137,4,15,39,394,355,9,5,1,8,7,0,3,11,2625
Married,Graduation,1,69,44689,1,1,82,18,0,5,0,0,11,23,12,2,1,1,2,7,0,3,11,2329
Together,Graduation,0,62,53977,0,1,21,620,16,165,0,24,82,825,743,5,5,5,12,5,0,3,11,2545
Single,PhD,0,54,7144,0,2,92,81,4,33,5,2,291,125,-166,0,23,1,1,0,0,3,11,2363
Single,Graduation,0,56,18701,1,1,95,12,4,2,10,6,10,34,24,4,2,0,4,5,0,3,11,2549
Married,Graduation,1,64,90369,0,0,2,292,51,981,224,23,17,1571,1554,1,4,6,6,1,0,3,11,2221
Single,PhD,1,46,63159,0,0,74,965,34,586,89,86,37,1760,1723,1,3,5,8,3,0,3,11,2760
Together,Graduation,0,54,37758,1,1,49,27,2,10,0,0,1,39,38,2,1,0,3,8,0,3,11,2792
Single,PhD,0,57,46757,0,1,71,777,30,163,0,51,122,1021,899,6,4,4,7,9,0,3,11,2749
Married,Master,1,51,79734,0,0,72,572,8,232,23,62,17,897,880,1,4,3,6,1,0,3,11,2160
Together,Graduation,1,28,63207,0,0,68,438,169,565,91,169,70,1432,1362,1,2,3,6,7,0,3,11,2684
Divorced,Graduation,0,66,72071,0,1,4,531,69,300,150,138,150,1188,1038,3,5,4,8,2,0,3,11,2659
Together,PhD,0,37,21840,1,0,80,17,0,9,0,0,1,26,25,1,1,0,3,9,0,3,11,2502
Together,Post Degree,1,38,58582,0,1,15,402,35,106,101,77,42,721,679,2,9,2,9,5,0,3,11,2433
Single,Graduation,1,69,72282,0,0,70,503,27,419,90,139,153,1178,1025,1,5,7,9,7,0,3,11,2504
Married,Graduation,0,64,50387,0,2,91,369,9,87,12,14,34,491,457,3,6,2,8,5,0,3,11,2461
Together,PhD,0,59,32583,1,1,10,5,0,3,0,0,1,8,7,1,1,0,2,7,0,3,11,2173
Together,Graduation,1,58,62568,0,1,99,362,17,398,80,35,61,892,831,3,5,3,5,4,0,3,11,2242
Divorced,Master,0,49,44635,1,1,25,56,0,9,0,0,3,65,62,2,2,0,3,7,0,3,11,2420
Single,Master,0,49,33316,1,1,34,79,1,31,4,4,12,119,107,3,2,1,4,6,0,3,11,2427
Married,Graduation,0,52,63967,0,1,57,387,84,141,73,35,162,720,558,3,4,4,12,2,0,3,11,2483
Together,Post Degree,0,42,52513,0,0,84,367,17,241,104,188,232,917,685,2,9,5,9,7,0,3,11,2822
Married,Graduation,0,51,25293,1,0,51,15,0,11,0,2,9,28,19,1,1,1,2,8,0,3,11,2446
Widow,PhD,0,55,54111,0,1,97,267,6,54,8,3,50,338,288,2,5,2,6,5,0,3,11,2467
Together,Graduation,1,34,78394,0,0,13,298,27,697,216,24,166,1262,1096,1,4,6,5,2,0,3,11,2658
Married,Master,0,62,80739,0,0,92,674,92,736,39,0,92,1541,1449,1,3,11,9,1,0,3,11,2561
Together,Master,1,45,22669,1,0,30,16,14,36,37,22,48,125,77,3,4,1,2,9,0,3,11,2562
Single,Graduation,0,33,29236,1,0,30,37,4,24,16,9,9,90,81,2,4,0,3,9,0,3,11,2423
Together,Graduation,0,61,44911,0,1,11,159,0,22,2,1,31,184,153,3,4,1,4,7,0,3,11,2630
Married,PhD,0,58,54693,0,1,72,686,17,142,23,26,35,894,859,8,6,4,13,6,0,3,11,2656
Together,Graduation,0,46,48186,1,0,39,97,3,66,12,7,34,185,151,3,4,1,4,7,0,3,11,2260
Married,Graduation,1,43,54809,1,1,0,63,6,57,13,13,22,152,130,4,2,1,5,4,0,3,11,2450
Together,Graduation,0,42,41580,1,1,15,56,5,24,4,0,3,89,86,3,2,1,3,5,0,3,11,2725
Married,PhD,0,50,80336,0,0,12,209,19,456,160,142,66,986,920,1,2,9,13,1,0,3,11,2452
Married,Graduation,1,63,47743,0,1,56,198,2,43,0,12,20,255,235,3,4,1,6,6,0,3,11,2623
Married,Post Degree,0,65,62972,0,1,39,313,15,47,20,0,192,395,203,2,7,4,3,6,0,3,11,2854
Divorced,PhD,1,66,57333,0,1,55,941,14,397,76,58,176,1486,1310,11,8,5,9,6,0,3,11,2804
Together,PhD,0,38,32313,1,0,60,86,4,56,2,4,7,152,145,3,4,0,4,9,0,3,11,2662
Widow,Master,1,67,84953,0,0,73,167,48,602,63,72,72,952,880,1,3,10,4,2,0,3,11,2550
Divorced,Master,0,52,27071,1,0,90,8,3,19,0,2,3,32,29,2,2,0,3,6,0,3,11,2226
Together,Master,0,63,68148,0,0,86,389,66,408,37,57,85,957,872,1,4,4,6,2,0,3,11,2461
Together,Master,0,55,65735,1,1,37,239,7,119,4,15,11,384,373,5,6,2,6,7,0,3,11,2363
Married,PhD,1,45,86836,0,0,7,179,21,273,0,21,63,494,431,1,6,10,6,5,0,3,11,2814
Married,PhD,0,57,4023,1,1,29,5,0,1,1,1,1,8,7,15,0,0,0,19,0,3,11,2165
Married,Graduation,0,30,30093,0,0,19,2,6,28,13,4,16,53,37,1,2,0,3,7,0,3,11,2515
Married,PhD,0,54,57705,0,1,14,383,0,53,6,4,40,446,406,3,8,1,6,6,0,3,11,2328
Single,Graduation,0,32,25008,1,0,72,2,8,8,6,1,9,25,16,2,1,0,3,8,0,3,11,2306
Single,Post Degree,1,25,83257,0,0,56,536,27,590,38,107,67,1298,1231,1,5,10,12,6,1,3,11,2808
Together,Graduation,0,45,22280,1,0,85,2,1,4,3,1,2,11,9,1,1,0,2,8,0,3,11,2565
Married,PhD,0,42,72159,0,0,62,322,53,899,34,40,53,1348,1295,1,4,6,10,2,0,3,11,2767
Together,Graduation,1,59,64260,0,0,1,539,169,816,20,0,30,1544,1514,1,4,5,4,3,0,3,11,2693
Single,PhD,1,36,82733,0,0,28,712,50,420,65,38,38,1285,1247,1,8,4,7,4,0,3,11,2451
Divorced,Master,1,49,74290,0,1,70,1121,0,72,0,12,12,1205,1193,4,10,8,10,6,0,3,11,2480
Single,Master,0,69,58217,2,1,84,68,1,13,3,5,13,90,77,1,2,0,4,6,0,3,11,2748
Together,Master,0,44,21024,0,0,89,36,4,18,6,2,18,66,48,1,2,0,4,7,0,3,11,2519
Married,PhD,0,48,70116,0,0,73,707,44,603,95,58,29,1507,1478,1,2,8,12,1,0,3,11,2678
Together,Graduation,0,35,54006,1,0,42,174,77,203,6,24,97,484,387,2,8,1,7,7,0,3,11,2808
Married,PhD,0,54,69063,0,1,16,666,35,124,69,8,26,902,876,1,5,3,5,3,0,3,11,2758
Divorced,Post Degree,0,45,11448,0,0,16,0,0,0,6,2,6,8,2,1,1,0,2,6,0,3,11,2355
Single,Graduation,0,41,61825,0,1,56,162,50,100,55,30,27,397,370,1,4,2,8,4,0,3,11,2485
Married,Graduation,0,49,70886,1,0,65,407,70,239,103,88,53,907,854,1,5,4,4,2,0,3,11,2417
Married,Graduation,1,38,69109,0,0,10,823,25,459,124,29,95,1460,1365,1,6,6,7,4,0,3,11,2756
Widow,Graduation,1,47,60208,1,1,13,488,23,71,15,0,59,597,538,11,8,3,7,7,0,3,11,2789
Together,Master,0,52,32889,1,1,78,28,0,13,4,2,8,47,39,3,2,1,3,5,0,3,11,2455
Single,Graduation,0,36,34738,1,0,51,3,2,10,3,0,2,18,16,1,1,0,3,6,0,3,11,2208
Together,Master,0,49,30538,1,0,27,284,0,52,8,3,20,347,327,4,9,0,4,10,0,3,11,2795
Together,Post Degree,1,43,82326,0,0,30,938,142,754,159,81,183,2074,1891,1,5,10,6,2,0,3,11,2270
Divorced,PhD,0,53,26642,1,0,71,13,2,15,2,2,8,34,26,2,2,0,3,6,0,3,11,2279
Divorced,Graduation,0,56,69932,0,1,97,412,172,153,150,105,57,992,935,2,7,6,11,4,0,3,11,2541
Single,Graduation,0,48,44503,1,1,83,31,1,8,0,0,8,40,32,2,2,0,3,6,0,3,11,2233
Single,PhD,0,72,60200,0,1,3,502,19,132,0,6,26,659,633,6,6,2,11,6,0,3,11,2702
Divorced,Graduation,0,68,49638,0,1,71,18,10,3,3,5,0,39,39,1,1,0,3,2,0,3,11,2230
Single,Post Degree,0,33,23830,0,0,3,1,8,6,4,8,16,27,11,1,1,0,3,7,0,3,11,2301
Widow,Master,1,61,33051,0,0,15,100,71,243,108,94,219,616,397,3,9,1,8,9,0,3,11,2841
Married,Graduation,1,62,72905,0,0,52,407,114,445,181,165,203,1312,1109,1,3,7,9,1,0,3,11,2318
Together,PhD,0,69,69702,0,1,8,664,9,240,50,19,57,982,925,2,7,7,10,4,0,3,11,2654
Divorced,Graduation,0,45,70300,1,0,89,1045,61,338,60,46,46,1550,1504,3,5,5,13,8,0,3,11,2508
Married,PhD,1,36,70643,0,0,66,1218,107,304,23,143,33,1795,1762,1,5,8,4,6,0,3,11,2781
Married,PhD,1,51,30396,1,0,22,15,0,6,0,1,12,22,10,2,1,1,2,7,0,3,11,2219
Divorced,PhD,0,52,50616,0,1,56,128,0,16,0,1,4,145,141,2,4,0,4,7,0,3,11,2231
Single,Master,1,51,62772,0,1,74,581,49,157,43,8,108,838,730,1,5,6,11,2,0,3,11,2565
Single,PhD,0,35,30298,0,0,48,6,3,12,6,1,0,28,28,1,1,1,3,3,0,3,11,2200
Single,Graduation,0,36,52413,1,0,67,185,8,133,56,56,12,438,426,2,7,1,7,7,0,3,11,2762
Married,PhD,0,63,44155,1,1,24,22,1,9,0,0,14,32,18,1,1,1,2,4,0,3,11,2320
Divorced,PhD,1,49,86979,0,0,67,584,100,835,65,83,35,1667,1632,1,5,5,5,2,0,3,11,2393
Together,Graduation,0,45,76532,1,1,38,355,30,177,90,138,30,790,760,4,9,5,7,5,0,3,11,2452
Married,Graduation,1,38,42081,1,0,86,175,10,110,54,6,27,355,328,2,6,3,4,6,0,3,11,2647
Married,PhD,0,32,67546,0,0,90,864,134,768,150,38,172,1954,1782,1,4,10,5,3,0,3,11,2826
Together,Master,1,31,88420,0,0,87,957,153,612,99,95,153,1916,1763,1,4,7,8,1,0,3,11,2217
Married,Graduation,0,35,31158,1,0,62,25,6,16,20,0,5,67,62,2,2,0,3,8,0,3,11,2677
Divorced,Graduation,1,52,61671,0,1,23,641,7,56,0,0,28,704,676,8,10,4,6,8,0,3,11,2185
Single,Graduation,0,46,69719,0,0,99,273,86,208,177,14,43,758,715,1,2,3,5,1,0,3,11,2193
Divorced,Graduation,0,71,49160,0,1,29,122,21,43,25,10,15,221,206,2,3,1,6,6,0,3,11,2411
Together,Basic,1,42,24882,1,0,52,1,4,10,29,0,36,44,8,1,1,1,2,6,0,3,11,2817
Single,PhD,1,66,90933,0,0,90,1020,31,430,62,63,79,1606,1527,1,4,6,4,1,0,3,11,2249
Single,PhD,0,75,113734,0,0,9,6,2,3,1,262,3,274,271,0,27,0,0,1,0,3,11,2191
Together,PhD,0,70,59292,0,1,71,378,14,68,19,14,14,493,479,2,3,5,8,3,0,3,11,2540
Married,PhD,0,56,45759,1,1,13,42,1,18,3,0,4,64,60,2,2,0,3,7,0,3,11,2650
Single,Graduation,0,37,22148,0,0,16,15,5,14,0,4,11,38,27,1,1,0,3,7,0,3,11,2236
Married,Master,0,33,73395,0,0,94,272,7,80,20,7,11,386,375,1,4,4,6,2,0,3,11,2262
Divorced,Graduation,0,49,29819,1,0,77,9,1,24,2,1,2,37,35,3,3,0,3,6,0,3,11,2407
Married,Graduation,1,52,45688,0,1,20,279,0,18,0,0,9,297,288,2,3,1,8,4,0,3,11,2314
Married,Graduation,0,66,62820,0,0,51,398,61,265,138,61,53,923,870,1,3,4,6,1,0,3,11,2573
Married,PhD,0,49,60491,0,1,81,637,47,237,12,19,76,952,876,4,6,11,7,5,0,3,11,2455
Together,Graduation,0,34,33235,1,0,71,45,0,16,2,1,6,64,58,1,3,0,3,7,0,3,11,2303
Married,Graduation,0,61,35701,0,0,36,21,1,9,7,3,5,41,36,1,1,0,3,6,0,3,11,2626
Married,Master,1,40,31535,1,0,95,15,4,13,0,0,19,32,13,1,1,1,2,7,0,3,11,2435
Together,Post Degree,0,60,92556,0,0,32,493,183,352,184,23,28,1235,1207,0,3,5,13,0,0,3,11,2229
Single,Graduation,1,50,67384,0,1,32,957,40,175,158,53,107,1383,1276,2,7,8,5,5,0,3,11,2755
Together,Master,0,49,80573,0,0,85,829,138,430,60,92,15,1549,1534,1,4,6,13,2,0,3,11,2782
Married,Graduation,1,53,77870,0,1,93,1017,50,500,65,50,133,1682,1549,3,5,5,5,8,0,3,11,2835
Widow,PhD,0,57,52278,0,1,24,953,0,71,0,0,174,1024,850,6,10,5,10,8,0,3,11,2679
Single,Graduation,1,52,57107,0,1,44,159,0,120,0,0,137,279,142,7,4,4,8,8,0,3,11,2833
Married,Graduation,0,30,18929,0,0,15,32,0,8,23,4,18,67,49,1,1,0,4,6,0,3,11,2657
Single,PhD,0,39,36038,1,0,82,23,0,15,0,2,7,40,33,2,3,0,3,6,0,3,11,2553
Single,Graduation,0,44,20180,0,0,27,18,42,24,15,20,18,119,101,1,2,1,4,7,0,3,11,2653
Together,PhD,0,55,34230,1,1,72,15,0,4,0,0,2,19,17,1,1,0,2,7,0,3,11,2709
Single,Post Degree,0,43,31878,0,1,7,23,4,5,10,5,23,47,24,1,1,0,4,3,0,3,11,2166
Married,Post Degree,0,48,70932,0,1,57,200,193,100,46,185,185,724,539,2,6,2,12,3,0,3,11,2320
Single,Graduation,1,64,91249,0,0,84,1324,27,119,71,108,27,1649,1622,0,7,9,6,4,0,3,11,2776
Single,Master,1,77,77598,0,0,53,1193,33,281,129,66,33,1702,1669,1,7,5,13,3,0,3,11,2430
Single,Graduation,0,61,80982,1,1,48,505,137,401,104,22,22,1169,1147,3,11,5,11,5,1,3,11,2696
Married,Master,0,43,22701,1,0,2,2,4,9,0,4,5,19,14,1,1,0,3,5,0,3,11,2456
Married,PhD,1,51,55212,0,1,65,1103,0,45,0,0,34,1148,1114,3,4,2,11,8,0,3,11,2742
Married,Graduation,0,50,70617,0,0,45,353,61,753,40,46,27,1253,1226,1,3,3,7,2,0,3,11,2530
Single,Graduation,1,63,64849,0,0,42,652,48,350,94,84,108,1228,1120,1,9,3,6,5,0,3,11,2752
Married,Master,0,55,62694,1,1,29,379,6,157,25,91,91,658,567,5,9,3,7,7,0,3,11,2536
